QueryNumber;List
00057;[1129, '00042', 0.0]
00057;[1130, '00086', 0.0]
00057;[1131, '00107', 0.0]
00057;[1132, '00136', 0.0]
00057;[1133, '00149', 0.0]
00057;[1134, '00215', 0.0]
00057;[1135, '00224', 0.0]
00057;[1136, '00263', 0.0]
00057;[1137, '00269', 0.0]
00057;[1138, '00296', 0.0]
00057;[1139, '00310', 0.0]
00057;[1140, '00449', 0.0]
00057;[1141, '00584', 0.0]
00057;[1142, '00651', 0.0]
00057;[1143, '00711', 0.0]
00057;[1144, '00734', 0.0]
00057;[1145, '00775', 0.0]
00057;[1146, '00826', 0.0]
00057;[1147, '00892', 0.0]
00057;[1148, '00994', 0.0]
00057;[1149, '01051', 0.0]
00057;[1150, '01082', 0.0]
00057;[1151, '01138', 0.0]
00057;[1152, '01092', 0.0]
00057;[1153, '00033', 0.0]
00057;[1154, '00120', 0.0]
00057;[1155, '00162', 0.0]
00057;[1156, '00515', 0.0]
00057;[1157, '00610', 0.0]
00057;[1158, '01004', 0.0]
00057;[1159, '00334', 0.0]
00057;[1160, '00360', 0.0]
00057;[1161, '00428', 0.0]
00057;[1162, '00544', 0.0]
00057;[1163, '00617', 0.0]
00057;[1164, '00774', 0.0]
00057;[1165, '00866', 0.0]
00057;[1166, '01098', 0.0]
00057;[1167, '01229', 0.0]
00057;[1168, '00114', 0.0]
00057;[1169, '00423', 0.0]
00057;[1170, '00529', 0.0]
00057;[1171, '00943', 0.0]
00057;[1172, '00723', 0.0]
00057;[1173, '00699', 0.0]
00057;[1174, '01122', 0.0]
00057;[1175, '00547', 0.0]
00057;[1176, '00581', 0.0]
00057;[1177, '00996', 0.0]
00057;[1178, '01045', 0.0]
00057;[1179, '00087', 0.0]
00057;[1180, '00241', 0.0]
00057;[1181, '00450', 0.0]
00057;[1182, '00642', 0.0]
00057;[1183, '00131', 0.0]
00057;[1184, '00203', 0.0]
00057;[1185, '00378', 0.0]
00057;[1186, '00641', 0.0]
00057;[1187, '00666', 0.0]
00057;[1188, '00035', 0.0]
00057;[1189, '00399', 0.0]
00057;[1190, '01153', 0.0]
00057;[1191, '00180', 0.0]
00057;[1192, '00060', 0.0]
00057;[1193, '00309', 0.0]
00057;[1194, '01031', 0.0]
00057;[1195, '00046', 0.0]
00057;[1196, '00476', 0.0]
00057;[1197, '00142', 0.0]
00057;[1198, '01221', 0.0]
00057;[1199, '00171', 0.0]
00057;[1200, '00549', 0.0]
00057;[1201, '00596', 0.0]
00057;[1202, '00810', 0.0]
00057;[1203, '00909', 0.0]
00057;[1204, '00537', 0.0]
00057;[1205, '00580', 0.0]
00057;[1206, '00620', 0.0]
00057;[1207, '00353', 0.0]
00057;[1208, '00799', 0.0]
00057;[1209, '00637', 0.0]
00057;[1210, '00701', 0.0]
00057;[1211, '00908', 0.0]
00057;[1212, '00117', 0.0]
00057;[1213, '01011', 0.0]
00057;[1214, '00940', 0.0]
00057;[1215, '00558', 0.0]
00058;[1, '00905', 0.19469034727488535]
00058;[2, '01170', 0.18448311138457946]
00058;[3, '00761', 0.17491369646970795]
00058;[4, '01025', 0.17205205963361697]
00058;[5, '00903', 0.15283160015257782]
00058;[6, '00904', 0.14814137874182992]
00058;[7, '00016', 0.14784552747305876]
00058;[8, '00062', 0.1471749928459735]
00058;[9, '00964', 0.1464628011870894]
00058;[10, '00427', 0.14535531209527172]
00058;[11, '00160', 0.14452099676175764]
00058;[12, '00505', 0.13888564197810627]
00058;[13, '00111', 0.1360107398870663]
00058;[14, '01077', 0.13443115411081388]
00058;[15, '00187', 0.1299806662347471]
00058;[16, '00281', 0.12891440319777323]
00058;[17, '00800', 0.12888610555922864]
00058;[18, '00188', 0.1275881148729311]
00058;[19, '00668', 0.1260817266737699]
00058;[20, '01007', 0.12360581419389623]
00058;[21, '00400', 0.12144761695007959]
00058;[22, '00987', 0.12083844306760144]
00058;[23, '00543', 0.11952305197911708]
00058;[24, '00057', 0.11944135733195292]
00058;[25, '00588', 0.11865543953773941]
00058;[26, '00590', 0.1150957767848752]
00058;[27, '00790', 0.11433622024218217]
00058;[28, '00432', 0.10777394476276508]
00058;[29, '01157', 0.10772295636791472]
00058;[30, '00438', 0.10534163917455211]
00058;[31, '00890', 0.10522664846435228]
00058;[32, '00874', 0.10072390841030547]
00058;[33, '00521', 0.09826887975454694]
00058;[34, '00209', 0.09820900952810635]
00058;[35, '01171', 0.09767183534546958]
00058;[36, '00452', 0.09649153337996173]
00058;[37, '00696', 0.09531773913490625]
00058;[38, '00753', 0.09484867276279235]
00058;[39, '00767', 0.09293671610937808]
00058;[40, '00473', 0.09266490017026889]
00058;[41, '01102', 0.0919049707873455]
00058;[42, '00080', 0.0904055490641321]
00058;[43, '00200', 0.08866014584306355]
00058;[44, '00769', 0.08654059229876712]
00058;[45, '00611', 0.08652140893308004]
00058;[46, '00517', 0.08587174457770755]
00058;[47, '01173', 0.08498235917223419]
00058;[48, '00487', 0.08498134032754348]
00058;[49, '00670', 0.0837104741274429]
00058;[50, '00460', 0.08340083497465461]
00058;[51, '01065', 0.08212049756895219]
00058;[52, '01151', 0.08206835064816333]
00058;[53, '00176', 0.08177656929056623]
00058;[54, '00346', 0.0809225646464908]
00058;[55, '00459', 0.07936134962493896]
00058;[56, '00618', 0.07634327881930175]
00058;[57, '01228', 0.07590087067536556]
00058;[58, '01109', 0.07542877143734736]
00058;[59, '00446', 0.07487323889185951]
00058;[60, '00064', 0.07457277185168666]
00058;[61, '01169', 0.07412197278236186]
00058;[62, '00988', 0.07358631002474673]
00058;[63, '01003', 0.07352783791489598]
00058;[64, '00001', 0.07273836927955006]
00058;[65, '01071', 0.0716778159084986]
00058;[66, '00741', 0.07164056408841639]
00058;[67, '00159', 0.07139515606968998]
00058;[68, '00189', 0.07025598863834454]
00058;[69, '00570', 0.06877018666561789]
00058;[70, '00751', 0.06850955631445116]
00058;[71, '00142', 0.06744138284337005]
00058;[72, '00702', 0.06723894657872999]
00058;[73, '00372', 0.06708194551850717]
00058;[74, '00499', 0.06616927965230417]
00058;[75, '00571', 0.06607934663943132]
00058;[76, '00100', 0.06576854899340795]
00058;[77, '01143', 0.06519536029540118]
00058;[78, '01091', 0.06460203733768716]
00058;[79, '00326', 0.06433082903382478]
00058;[80, '00826', 0.06370643599760922]
00058;[81, '00347', 0.06355554690979406]
00058;[82, '00202', 0.06349649127905986]
00058;[83, '00048', 0.06283373317969448]
00058;[84, '00989', 0.06234608151037391]
00058;[85, '00118', 0.061464417116980516]
00058;[86, '01167', 0.060953089466253614]
00058;[87, '00228', 0.06092174909103682]
00058;[88, '00027', 0.05998343543160201]
00058;[89, '00917', 0.05949942123890793]
00058;[90, '01095', 0.059457534377094876]
00058;[91, '01049', 0.059431165782406606]
00058;[92, '00541', 0.058826542316404266]
00058;[93, '00270', 0.058479952358727]
00058;[94, '01165', 0.05786449751519371]
00058;[95, '00605', 0.05765336515453555]
00058;[96, '00598', 0.05744742808287668]
00058;[97, '00865', 0.056815487225137434]
00058;[98, '01015', 0.05635390673132087]
00058;[99, '00472', 0.05573115966247148]
00058;[100, '00262', 0.055636568205990194]
00058;[101, '00748', 0.053962800754929194]
00058;[102, '00104', 0.053851506966632504]
00058;[103, '00437', 0.05342402406709402]
00058;[104, '01058', 0.05318968516969995]
00058;[105, '01112', 0.053162637189289465]
00058;[106, '00282', 0.05294518703604057]
00058;[107, '00844', 0.0516318952944107]
00058;[108, '01197', 0.05154426161360866]
00058;[109, '00370', 0.051544046238698404]
00058;[110, '00684', 0.050710212809725146]
00058;[111, '00392', 0.049634725838460896]
00058;[112, '00731', 0.04931855532782505]
00058;[113, '00302', 0.04798903285801019]
00058;[114, '01214', 0.04738915417633489]
00058;[115, '00608', 0.04724470570902526]
00058;[116, '00860', 0.047215424812828484]
00058;[117, '00624', 0.04702791080478603]
00058;[118, '00803', 0.04673209744174765]
00058;[119, '00349', 0.04643476766173417]
00058;[120, '00585', 0.046149360194295504]
00058;[121, '00387', 0.045690752081321576]
00058;[122, '00006', 0.04527817331490212]
00058;[123, '00948', 0.04486537693280976]
00058;[124, '00574', 0.04477130851584079]
00058;[125, '01090', 0.04442816588670034]
00058;[126, '00430', 0.044349116901955955]
00058;[127, '00316', 0.0443084739977403]
00058;[128, '00961', 0.04421264683334185]
00058;[129, '01048', 0.04405587980984643]
00058;[130, '00164', 0.04253874665818742]
00058;[131, '00550', 0.04222021351233284]
00058;[132, '00458', 0.041831203529528974]
00058;[133, '00994', 0.041751215678394335]
00058;[134, '00155', 0.04152649269615924]
00058;[135, '00599', 0.04150581329842171]
00058;[136, '00119', 0.040827883794813544]
00058;[137, '00805', 0.04073963547106128]
00058;[138, '01110', 0.040694161001125745]
00058;[139, '00922', 0.04067403987597161]
00058;[140, '01004', 0.040570761191477324]
00058;[141, '01039', 0.0404907509148558]
00058;[142, '00053', 0.03998599001515473]
00058;[143, '00214', 0.0398135136264684]
00058;[144, '00484', 0.03954086332166231]
00058;[145, '00589', 0.039015351661535615]
00058;[146, '01234', 0.03887875531214564]
00058;[147, '00092', 0.03854835388226866]
00058;[148, '00485', 0.038385296020629116]
00058;[149, '00238', 0.03809358637946909]
00058;[150, '00609', 0.037877641431905834]
00058;[151, '00682', 0.03764186073837782]
00058;[152, '00812', 0.03751243090017373]
00058;[153, '01166', 0.03720730233387518]
00058;[154, '01118', 0.03714649767129631]
00058;[155, '00556', 0.03694896397259191]
00058;[156, '00955', 0.03694433781976792]
00058;[157, '00059', 0.03673148471462055]
00058;[158, '00661', 0.036459011326213264]
00058;[159, '00510', 0.03622757222096047]
00058;[160, '00546', 0.036101870363052714]
00058;[161, '00317', 0.03609876154968328]
00058;[162, '00654', 0.03558037783349193]
00058;[163, '00986', 0.035475950239864114]
00058;[164, '00889', 0.03519549133712985]
00058;[165, '00721', 0.034489134755531156]
00058;[166, '00061', 0.034382505054293765]
00058;[167, '00537', 0.0340469647585758]
00058;[168, '00093', 0.033892573796565455]
00058;[169, '01208', 0.0338740974874211]
00058;[170, '00832', 0.033717562457020206]
00058;[171, '00629', 0.033605752174612764]
00058;[172, '00869', 0.03299835957020173]
00058;[173, '00185', 0.032718752854918036]
00058;[174, '01122', 0.03264451492739606]
00058;[175, '00548', 0.032259310153214614]
00058;[176, '00672', 0.03209989528764595]
00058;[177, '01063', 0.03209058693181003]
00058;[178, '00632', 0.0318814113297877]
00058;[179, '00638', 0.031733520500359824]
00058;[180, '01131', 0.03166486817362546]
00058;[181, '00085', 0.03140029806944122]
00058;[182, '00992', 0.03139316311221266]
00058;[183, '00096', 0.030757026306427827]
00058;[184, '00724', 0.030615689401820467]
00058;[185, '00429', 0.030316516608344224]
00058;[186, '00060', 0.030025125430009496]
00058;[187, '00915', 0.030002559656903918]
00058;[188, '00783', 0.029995697701030177]
00058;[189, '01079', 0.029732796721987618]
00058;[190, '00333', 0.029690075350660577]
00058;[191, '00784', 0.029606877835611483]
00058;[192, '00882', 0.029398362007884166]
00058;[193, '00756', 0.029078699824732632]
00058;[194, '00017', 0.028879923225263147]
00058;[195, '00557', 0.028876845577145756]
00058;[196, '00490', 0.028647742450971177]
00058;[197, '00070', 0.028579684529012984]
00058;[198, '00954', 0.028338708075379658]
00058;[199, '00332', 0.028329070194824335]
00058;[200, '00730', 0.02812884618732247]
00058;[201, '00388', 0.02809242994002811]
00058;[202, '01000', 0.02803911062418121]
00058;[203, '00050', 0.02792322698653741]
00058;[204, '00178', 0.027725918154953906]
00058;[205, '00247', 0.02769009369080034]
00058;[206, '00695', 0.027559295990363518]
00058;[207, '01104', 0.027274443095547093]
00058;[208, '01144', 0.027253354352489035]
00058;[209, '00819', 0.027247347793152066]
00058;[210, '00957', 0.02698390567017631]
00058;[211, '00875', 0.026754807213919724]
00058;[212, '00331', 0.026686215933396654]
00058;[213, '00766', 0.026558253139940584]
00058;[214, '01186', 0.026496625197648022]
00058;[215, '00457', 0.026147779216874504]
00058;[216, '00935', 0.025948275471788525]
00058;[217, '00924', 0.02574970190883105]
00058;[218, '01212', 0.025365034816692878]
00058;[219, '00081', 0.02532348010993888]
00058;[220, '00195', 0.02515438084703936]
00058;[221, '00015', 0.025113963082096798]
00058;[222, '00678', 0.025101970601979107]
00058;[223, '01045', 0.025030021024097713]
00058;[224, '01037', 0.02481460263345075]
00058;[225, '00261', 0.024725789410134664]
00058;[226, '00166', 0.024682064336345753]
00058;[227, '01099', 0.024496583464682104]
00058;[228, '00679', 0.024494988345699232]
00058;[229, '00063', 0.024413410822658372]
00058;[230, '01047', 0.02438562828207693]
00058;[231, '00907', 0.02435899456871628]
00058;[232, '00090', 0.024310233788410577]
00058;[233, '00179', 0.024213409675316426]
00058;[234, '00377', 0.023928925965604333]
00058;[235, '01195', 0.023885660494109617]
00058;[236, '01159', 0.023785014907307122]
00058;[237, '01218', 0.02354832872213618]
00058;[238, '00887', 0.023424108058747513]
00058;[239, '00739', 0.023403095351570317]
00058;[240, '00362', 0.02324220089542829]
00058;[241, '01105', 0.022990162834973855]
00058;[242, '00842', 0.02281340600018848]
00058;[243, '00612', 0.022793612546148912]
00058;[244, '00582', 0.02272871427595866]
00058;[245, '00502', 0.02265717461128009]
00058;[246, '00539', 0.022645238303662114]
00058;[247, '00804', 0.02254164516385591]
00058;[248, '00213', 0.022470814583468748]
00058;[249, '00745', 0.022226216913902065]
00058;[250, '00754', 0.022037046047166733]
00058;[251, '00024', 0.021971119969469093]
00058;[252, '01073', 0.02160812485366539]
00058;[253, '00703', 0.021521890865106787]
00058;[254, '00945', 0.021450688047521073]
00058;[255, '00144', 0.021291946079684612]
00058;[256, '00348', 0.021184484483142443]
00058;[257, '00241', 0.02116037410258161]
00058;[258, '00776', 0.021027283325916746]
00058;[259, '01222', 0.02094483801197556]
00058;[260, '00498', 0.02090488456893589]
00058;[261, '00314', 0.020757214346562115]
00058;[262, '01116', 0.02065786644450923]
00058;[263, '01062', 0.02062125757863891]
00058;[264, '01207', 0.020612828438959094]
00058;[265, '00604', 0.020461050554298546]
00058;[266, '00253', 0.020391510520125732]
00058;[267, '00983', 0.020383162845853595]
00058;[268, '00914', 0.020364546750331395]
00058;[269, '00122', 0.020242134220100856]
00058;[270, '00089', 0.020129397675634996]
00058;[271, '01044', 0.01987041924592414]
00058;[272, '01098', 0.019615208540603897]
00058;[273, '00501', 0.019516759733779226]
00058;[274, '00095', 0.01930630196830628]
00058;[275, '01086', 0.019180091436916156]
00058;[276, '00564', 0.018526291818456175]
00058;[277, '00463', 0.018443089201212903]
00058;[278, '00530', 0.018118043873593132]
00058;[279, '00653', 0.018005467095404848]
00058;[280, '00058', 0.017476982720914445]
00058;[281, '00597', 0.01710937941118717]
00058;[282, '00267', 0.017019410012499563]
00058;[283, '01188', 0.016989502535840126]
00058;[284, '00714', 0.016790080128367045]
00058;[285, '00224', 0.016598088648339508]
00058;[286, '00201', 0.01657756202285508]
00058;[287, '00123', 0.016279938899537074]
00058;[288, '00358', 0.016069582569234648]
00058;[289, '00757', 0.016009270193373826]
00058;[290, '00251', 0.015748549283408842]
00058;[291, '00985', 0.015426988339544959]
00058;[292, '01216', 0.015411085327080467]
00058;[293, '00194', 0.01539918059719491]
00058;[294, '01054', 0.015342784093411364]
00058;[295, '00022', 0.015193507727354822]
00058;[296, '00742', 0.015056727556579705]
00058;[297, '00192', 0.015042464710653842]
00058;[298, '00673', 0.014957594835833074]
00058;[299, '00674', 0.014314811173364668]
00058;[300, '01050', 0.014272414784670544]
00058;[301, '01042', 0.014255102542163448]
00058;[302, '01046', 0.013550049087810214]
00058;[303, '00368', 0.013307680245596107]
00058;[304, '00204', 0.013173509096189586]
00058;[305, '00402', 0.013023817715919431]
00058;[306, '00102', 0.012829717188510337]
00058;[307, '00018', 0.012745288763651285]
00058;[308, '00139', 0.01231697882649704]
00058;[309, '01092', 0.012149493654771736]
00058;[310, '00633', 0.012120078949615152]
00058;[311, '00295', 0.011861626915304247]
00058;[312, '00972', 0.011461656472249534]
00058;[313, '00563', 0.01141802611297314]
00058;[314, '00366', 0.01113795999922779]
00058;[315, '01068', 0.011135852102323849]
00058;[316, '01180', 0.011084826506348452]
00058;[317, '00749', 0.010586894147214683]
00058;[318, '00916', 0.010385589862071064]
00058;[319, '00813', 0.009851762694585283]
00058;[320, '00007', 0.009652073222884597]
00058;[321, '00928', 0.009215641416093797]
00058;[322, '00606', 0.009184246535726208]
00058;[323, '00307', 0.008980670970184948]
00058;[324, '00244', 0.008603955441636616]
00058;[325, '00421', 0.008511472991072532]
00058;[326, '01205', 0.008375137517611805]
00058;[327, '00055', 0.008205015234356027]
00058;[328, '00250', 0.008006433546114414]
00058;[329, '00936', 0.0077945023284397555]
00058;[330, '00758', 0.0077687831474671665]
00058;[331, '00174', 0.007356952674752323]
00058;[332, '01117', 0.007317871928034271]
00058;[333, '00011', 0.00731155568431427]
00058;[334, '00243', 0.007222082526116975]
00058;[335, '00242', 0.007168981541844034]
00058;[336, '00271', 0.007156982722972567]
00058;[337, '00536', 0.00706170684504567]
00058;[338, '00828', 0.006929482183812525]
00058;[339, '00019', 0.006758797777681393]
00058;[340, '01024', 0.006754795120844631]
00058;[341, '01152', 0.006707950922635666]
00058;[342, '01075', 0.006698821104740517]
00058;[343, '00778', 0.006652828620009562]
00058;[344, '00289', 0.006598581068463105]
00058;[345, '00982', 0.00655522468947983]
00058;[346, '00912', 0.006522658879529029]
00058;[347, '00051', 0.006446362875489351]
00058;[348, '01114', 0.006383821472078527]
00058;[349, '00901', 0.006374101670466548]
00058;[350, '00231', 0.006336315708306437]
00058;[351, '00355', 0.006294776543877025]
00058;[352, '00419', 0.0062401415992961035]
00058;[353, '00542', 0.006191901667474356]
00058;[354, '00184', 0.006174056733740542]
00058;[355, '00172', 0.005995665022880099]
00058;[356, '00217', 0.005977709626714485]
00058;[357, '00199', 0.005956493385427766]
00058;[358, '01119', 0.005872718597900231]
00058;[359, '00677', 0.005829101365891684]
00058;[360, '01137', 0.005824851319327043]
00058;[361, '00125', 0.0057467447139294405]
00058;[362, '00815', 0.005617817632798234]
00058;[363, '00383', 0.005548940856559474]
00058;[364, '00462', 0.005386291046419973]
00058;[365, '00959', 0.005322481674422546]
00058;[366, '00177', 0.005256055106387526]
00058;[367, '00218', 0.005211705797637115]
00058;[368, '01009', 0.00520745851769615]
00058;[369, '01005', 0.005150250519127082]
00058;[370, '00237', 0.005122178818539014]
00058;[371, '01141', 0.004945120395620131]
00058;[372, '00622', 0.004842882481037096]
00058;[373, '00863', 0.004799084049766548]
00058;[374, '00320', 0.004784235117794444]
00058;[375, '00867', 0.00471244140245478]
00058;[376, '00728', 0.004686655218965023]
00058;[377, '00084', 0.004666328354580723]
00058;[378, '00969', 0.004656659424516761]
00058;[379, '00705', 0.0046373040616095335]
00058;[380, '01111', 0.0046112500037880306]
00058;[381, '01056', 0.004607753486344736]
00058;[382, '00727', 0.004604925816211403]
00058;[383, '00694', 0.004557398049351232]
00058;[384, '00391', 0.004556209629785424]
00058;[385, '00852', 0.0045503661121838]
00058;[386, '00479', 0.0045398242846886845]
00058;[387, '00523', 0.004350058098483117]
00058;[388, '00897', 0.004316515346005207]
00058;[389, '00937', 0.004264342030832076]
00058;[390, '01147', 0.004137666370631085]
00058;[391, '01224', 0.004120735258510782]
00058;[392, '01181', 0.004120029750300618]
00058;[393, '00013', 0.004115159764736608]
00058;[394, '01060', 0.004073464001871192]
00058;[395, '00952', 0.004037231836058169]
00058;[396, '00146', 0.00402913791054663]
00058;[397, '00747', 0.00401579857578538]
00058;[398, '00830', 0.0040051344907468915]
00058;[399, '01081', 0.003932897018081802]
00058;[400, '00265', 0.003930302261145139]
00058;[401, '00336', 0.003918307615743023]
00058;[402, '01010', 0.0039029892763303296]
00058;[403, '01055', 0.003898438446860394]
00058;[404, '00288', 0.0038977861694460365]
00058;[405, '00926', 0.0038972154576749954]
00058;[406, '00352', 0.003890614070105683]
00058;[407, '00082', 0.003877723253276821]
00058;[408, '00148', 0.0038522204447343947]
00058;[409, '00327', 0.0038375564852383397]
00058;[410, '00594', 0.0038169993765810326]
00058;[411, '00859', 0.0037939618655891986]
00058;[412, '01103', 0.003736497654399833]
00058;[413, '00278', 0.0037346419202125163]
00058;[414, '00524', 0.003734211792820801]
00058;[415, '01134', 0.0037082865042762443]
00058;[416, '00680', 0.0036504637181349487]
00058;[417, '00806', 0.003649205372234058]
00058;[418, '00205', 0.0036437940720511733]
00058;[419, '01172', 0.003610445122533008]
00058;[420, '01033', 0.0035684797251518538]
00058;[421, '00183', 0.0035359467251276024]
00058;[422, '00260', 0.003524632863380458]
00058;[423, '01191', 0.0034735273245099373]
00058;[424, '01107', 0.003459838673119697]
00058;[425, '01106', 0.003445217409140465]
00058;[426, '01066', 0.003430193695581933]
00058;[427, '00675', 0.0034211804352434036]
00058;[428, '00340', 0.0034209316330459324]
00058;[429, '00518', 0.003415548461749492]
00058;[430, '01078', 0.003403886231123256]
00058;[431, '00855', 0.003390685518903069]
00058;[432, '00688', 0.0033775080602459363]
00058;[433, '00141', 0.003376104695785682]
00058;[434, '01127', 0.0033721837340235953]
00058;[435, '00471', 0.0033671829785412322]
00058;[436, '00722', 0.0033630210200057365]
00058;[437, '00614', 0.003288747094738497]
00058;[438, '01017', 0.0032857796493304292]
00058;[439, '00946', 0.003259905547460844]
00058;[440, '00258', 0.0032203092615473634]
00058;[441, '00648', 0.0031968514410230797]
00058;[442, '00364', 0.003190016330795998]
00058;[443, '00351', 0.0031714926540944463]
00058;[444, '00732', 0.0031708057169740587]
00058;[445, '00947', 0.0031583896650567733]
00058;[446, '00919', 0.0031556560332906386]
00058;[447, '00005', 0.003153000886845373]
00058;[448, '00971', 0.003113754275096215]
00058;[449, '00750', 0.0030456689284287983]
00058;[450, '00436', 0.003018981653163144]
00058;[451, '00124', 0.003017953059912143]
00058;[452, '00552', 0.0030161229473228157]
00058;[453, '01070', 0.0030157031197881033]
00058;[454, '00602', 0.0030020119780427602]
00058;[455, '00088', 0.0029970766038919716]
00058;[456, '00693', 0.0029837000640666887]
00058;[457, '01201', 0.0029833722355171017]
00058;[458, '01101', 0.0029792949936365432]
00058;[459, '00147', 0.0029533890568079987]
00058;[460, '00862', 0.0029356151417676245]
00058;[461, '00106', 0.002929703621737383]
00058;[462, '00725', 0.002911693015486508]
00058;[463, '00342', 0.002897651093819367]
00058;[464, '01227', 0.0028842340459848876]
00058;[465, '00322', 0.002842504858642007]
00058;[466, '00849', 0.002835303728447419]
00058;[467, '00416', 0.002730746177446879]
00058;[468, '00848', 0.0027201241210101997]
00058;[469, '00308', 0.0027073291283304566]
00058;[470, '00667', 0.0026695194474410057]
00058;[471, '00341', 0.0026375445995563164]
00058;[472, '00685', 0.0026232959496098195]
00058;[473, '00234', 0.002574267607117203]
00058;[474, '00951', 0.0025196491924848186]
00058;[475, '00885', 0.002488163293124389]
00058;[476, '00440', 0.002481058933472748]
00058;[477, '00290', 0.002468701471644952]
00058;[478, '00422', 0.0024565179839333828]
00058;[479, '00447', 0.002445202351144101]
00058;[480, '00043', 0.0024363902491704318]
00058;[481, '00535', 0.0024310188313179967]
00058;[482, '00246', 0.0024184438755821057]
00058;[483, '01041', 0.0024098538209531115]
00058;[484, '01146', 0.002367481575370062]
00058;[485, '00496', 0.0023452707591181928]
00058;[486, '00305', 0.0022889936304875914]
00058;[487, '00030', 0.0022843457748562756]
00058;[488, '00451', 0.0021947785470174657]
00058;[489, '00858', 0.0021909883561375596]
00058;[490, '00441', 0.0021801848201830807]
00058;[491, '01043', 0.0021384308147885884]
00058;[492, '00031', 0.002122695229782362]
00058;[493, '00587', 0.002110115924485475]
00058;[494, '00415', 0.0020670445737810063]
00058;[495, '00902', 0.0020525324562102806]
00058;[496, '00953', 0.0019772191437351485]
00058;[497, '00631', 0.001974880084979851]
00058;[498, '00527', 0.001973743837542093]
00058;[499, '00508', 0.0019327218472501612]
00058;[500, '00968', 0.001905123574019207]
00058;[501, '00669', 0.0018508797693644443]
00058;[502, '00738', 0.0018441254591539246]
00058;[503, '00414', 0.001743534311593127]
00058;[504, '00393', 0.0017166971259188774]
00058;[505, '01038', 0.001701964218595587]
00058;[506, '00676', 0.0014779109927500367]
00058;[507, '00956', 0.001404021103523009]
00058;[508, '00008', 0.0012853775854384253]
00058;[509, '00259', 0.0011122744132814652]
00058;[510, '00047', 0.0]
00058;[511, '00052', 0.0]
00058;[512, '00054', 0.0]
00058;[513, '00065', 0.0]
00058;[514, '00068', 0.0]
00058;[515, '00074', 0.0]
00058;[516, '00078', 0.0]
00058;[517, '00121', 0.0]
00058;[518, '00137', 0.0]
00058;[519, '00145', 0.0]
00058;[520, '00154', 0.0]
00058;[521, '00156', 0.0]
00058;[522, '00157', 0.0]
00058;[523, '00161', 0.0]
00058;[524, '00181', 0.0]
00058;[525, '00221', 0.0]
00058;[526, '00223', 0.0]
00058;[527, '00230', 0.0]
00058;[528, '00232', 0.0]
00058;[529, '00272', 0.0]
00058;[530, '00284', 0.0]
00058;[531, '00286', 0.0]
00058;[532, '00306', 0.0]
00058;[533, '00313', 0.0]
00058;[534, '00323', 0.0]
00058;[535, '00345', 0.0]
00058;[536, '00356', 0.0]
00058;[537, '00357', 0.0]
00058;[538, '00373', 0.0]
00058;[539, '00375', 0.0]
00058;[540, '00411', 0.0]
00058;[541, '00412', 0.0]
00058;[542, '00426', 0.0]
00058;[543, '00455', 0.0]
00058;[544, '00519', 0.0]
00058;[545, '00526', 0.0]
00058;[546, '00528', 0.0]
00058;[547, '00545', 0.0]
00058;[548, '00555', 0.0]
00058;[549, '00577', 0.0]
00058;[550, '00593', 0.0]
00058;[551, '00625', 0.0]
00058;[552, '00635', 0.0]
00058;[553, '00639', 0.0]
00058;[554, '00645', 0.0]
00058;[555, '00662', 0.0]
00058;[556, '00663', 0.0]
00058;[557, '00686', 0.0]
00058;[558, '00689', 0.0]
00058;[559, '00691', 0.0]
00058;[560, '00700', 0.0]
00058;[561, '00716', 0.0]
00058;[562, '00737', 0.0]
00058;[563, '00740', 0.0]
00058;[564, '00743', 0.0]
00058;[565, '00746', 0.0]
00058;[566, '00780', 0.0]
00058;[567, '00807', 0.0]
00058;[568, '00809', 0.0]
00058;[569, '00811', 0.0]
00058;[570, '00831', 0.0]
00058;[571, '00876', 0.0]
00058;[572, '00878', 0.0]
00058;[573, '00895', 0.0]
00058;[574, '00896', 0.0]
00058;[575, '00958', 0.0]
00058;[576, '00967', 0.0]
00058;[577, '00976', 0.0]
00058;[578, '01006', 0.0]
00058;[579, '01016', 0.0]
00058;[580, '01076', 0.0]
00058;[581, '01120', 0.0]
00058;[582, '01121', 0.0]
00058;[583, '01130', 0.0]
00058;[584, '01149', 0.0]
00058;[585, '01168', 0.0]
00058;[586, '01202', 0.0]
00058;[587, '01204', 0.0]
00058;[588, '01215', 0.0]
00058;[589, '01239', 0.0]
00058;[590, '00079', 0.0]
00058;[591, '00135', 0.0]
00058;[592, '00152', 0.0]
00058;[593, '00384', 0.0]
00058;[594, '00394', 0.0]
00058;[595, '00469', 0.0]
00058;[596, '00802', 0.0]
00058;[597, '00884', 0.0]
00058;[598, '00913', 0.0]
00058;[599, '01192', 0.0]
00058;[600, '01203', 0.0]
00058;[601, '00110', 0.0]
00058;[602, '00591', 0.0]
00058;[603, '00025', 0.0]
00058;[604, '00037', 0.0]
00058;[605, '00056', 0.0]
00058;[606, '00099', 0.0]
00058;[607, '00133', 0.0]
00058;[608, '00206', 0.0]
00058;[609, '00212', 0.0]
00058;[610, '00219', 0.0]
00058;[611, '00297', 0.0]
00058;[612, '00325', 0.0]
00058;[613, '00403', 0.0]
00058;[614, '00417', 0.0]
00058;[615, '00439', 0.0]
00058;[616, '00511', 0.0]
00058;[617, '00627', 0.0]
00058;[618, '00726', 0.0]
